movie_name,movie_id,production_companies_clean,production_budget
Track of the Cat,86608,"['Wayne-Fellows Productions', 'Warner Bros.']",0
Intruder in the Dust,80572,['Metro-Goldwyn-Mayer (MGM)'],0
The Tourist,37710,"['Columbia Pictures', 'Spyglass Entertainment', 'Peninsula Films', 'StudioCanal', 'Sony Pictures Releasing', 'GK Films', 'Sony Pictures Worldwide Acquisitions (SPWA)', 'Italian Tax Credit', 'Birnbaum/Barber', 'Cineroma SRL', 'French Tax Credit']",100000000
Chatroom,48946,['Ruby Films'],0
A Man Called Peter,45136,"['Twentieth Century Fox Film Corporation', 'Cinescope Productions']",0
The Story of Three Loves,130424,['Metro-Goldwyn-Mayer (MGM)'],0
Suck,44028,[],0
Rare Exports: A Christmas Tale,48395,"['Filmpool Nord', 'Oscilloscope Laboratories', 'Yleisradio (YLE)', 'Cinet', 'Kinology', 'Pomor Film', 'Agn??s b. Productions', 'Davaj Film', 'FilmCamp']",1948000
13,44982,"['Tax Credit Finance', 'Oceana Media Finance', 'Anchor Bay Films', 'Barbarian Films', 'Overnight Films', 'Cinedigm', 'Magnet Media Productions', 'Magnet Media Group', 'Red Dragon Productions', 'Morabito Picture Company', 'Number 13']",0
The Human Experience,60440,[],0
Breaking the Maya Code,57000,[],1000000
Triple Agent,65041,[],0
Western,39968,[],0
Doppelganger,32234,"['Twins Japan', 'Warner Bros.', 'Sato Atsushi', 'Towani Corp.']",0
Days and Clouds,12823,"['Amka Films', 'RTSI Televisione Svizzera']",0
Workingman's Death,63290,[],0
Secret Ceremony,71395,"['Universal Pictures', 'World Film Services']",0
Buchanan Rides Alone,43114,['Columbia Pictures Corporation'],0
Cotton Comes to Harlem,59917,[],1200000
Dillinger Is Dead,56693,"['Ital-Noleggio Cinematografico', 'Pegaso Cinematografica']",0
The Mirror,40882,[],0
The Student Prince in Old Heidelberg,85876,['Metro-Goldwyn-Mayer (MGM)'],0
Illustrious Corpses,62789,"['Les Productions Artistes Associ??s', 'Produzioni Europee Associati (PEA)']",0
Hands Across the Table,31988,['Paramount Pictures'],0
Nightfall,34667,['Copa Productions'],0
Le Beau Serge,5562,"['Ajym Films', 'Coop??rative G??n??rale du Cin??ma Fran??ais']",0
Fate,41187,['Mavi Film'],0
Father of My Children,43614,['Lighthouse Pictures'],0
Honey,44160,"['Filmstiftung Nordrhein-Westfalen', 'Eurimages', 'MEDIA Programme of the European Union', 'ZDF/Arte', 'Heimatfilm', 'Kaplan Film']",0
Seven Invisible Men,99738,['Madragoa Filmes'],0
One Fine Spring Day,95453,[],0
The Blossoming of Maximo Oliveros,46773,"['TLA Releasing', 'Cinemalaya Foundation', 'UFO Pictures [ph]']",0
The Outlaw and His Wife,70800,['Svenska Biografteatern AB'],0
The Silent World,60234,[],0
The Four Troublesome Heads,49296,['Star-Film'],0
Solo Sunny,1906,"[""K?¬nstlerische Arbeitsgruppe ''Babelsberg''"", 'VEB DEFA-Studio f?¬r Spielfilme']",0
Boy Interrupted,36738,[],350000
Caribe,195833,['Cinetel S.A.'],0
Rammbock: Berlin Undead,49901,"['ZDF ""Das Kleine Fernsehspiel""', 'Zweites Deutsches Fernsehen (ZDF)']",0
The Human Pyramid,195311,['Star-Film'],0
Conversation Piece,56142,"['Gaumont International', 'Rusconi Film']",0
Hatchet II,43919,"['ArieScope Pictures', 'Dark Sky Films']",2500000
Alabama's Ghost,84108,[],0
The Master and Margaret,80701,"['Euro International Film (EIA)', 'Dunav Film']",0
All Good Things,46503,['The Weinstein Company'],0
Night Catches Us,48833,"['3 Arts Entertainment', 'Wild Bunch', 'Likely Story']",0
The Interrogation,40664,[],0
H??tel des Invalides,150838,[],0
Shades of Fern,234942,['Filmov?? Studio Barrandov'],0
The Sergeant,118533,['Warner Brothers/Seven Arts'],0
Different from the Others,44441,['Richard-Oswald-Produktion'],0
Stray Dogs,43973,"['Wild Bunch', 'Makhmalbaf Productions']",0
Saving Shiloh,50241,['Utopia Pictures'],0
The Last Summer of La Boyita,57489,"['El Deseo', 'Ibermedia', 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'Instituto de la Cinematograf??a y de las Artes Audiovisuales (ICAA)', 'Lucky Monkey Pictures', 'Epicentre Films', 'Domenica Films', 'Travesia Productions']",0
Pray the Devil Back to Hell,37514,"['Fork Films', 'WNET/Thriteen']",0
1944 The Final Defence,49322,['??ke Lindman Film-Productions'],0
"Tomorrow, When the War Began",43930,"['Omnilab Media', 'Ambience Entertainment']",27000000
I Love You Too,46660,"['Roadshow Productions', 'Princess Pictures']",0
Frozen,170986,[],0
Days of Glory,96366,['RKO Radio Pictures'],0
True Grit,44264,"['Paramount Pictures', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Skydance Productions']",38000000
TRON: Legacy,20526,"['Walt Disney Pictures', 'LivePlanet', 'Prana Studios', 'Sean Bailey Productions', 'Revolution Sun Studios', 'Kontsept Film Company']",170000000
Another Year,44009,"['Film4', 'Thin Man Films']",8000000
It's Alive III: Island of the Alive,49684,['Larco Productions'],0
Forever Amber,104720,['Twentieth Century Fox Film Corporation'],0
Billy the Kid,111470,"[""Loew's"", 'Metro-Goldwyn-Mayer (MGM)']",0
Interrupted Melody,43318,['Metro-Goldwyn-Mayer (MGM)'],0
Cooperstown,322799,['Amblin Television'],0
How Do You Know,42888,"['Columbia Pictures', 'Gracie Films', 'Road Rebel']",120000000
N??madak Tx,130623,[],0
Barney's Version,46829,['Serendipity Point Films'],30000000
Soo,52445,['CJ Entertainment'],0
One Foot in Heaven,84086,['Warner Bros.'],0
The Company Men,44129,"['Spring Creek Productions', 'Battle Mountain Films']",15000000
The Mad Miss Manton,43855,['RKO Radio Pictures'],0
The Last of the Mohicans,23108,['Edward small Production'],0
Riffraff,121006,['Metro-Goldwyn-Mayer (MGM)'],0
Dying Breed,18029,['Ambience Entertainment'],0
The Great Waltz,62567,"['Metro-Goldwyn-Mayer (MGM)', ""Loew's Incorporated""]",0
Mother and Child,37080,"['Mockingbird Pictures', 'Everest Entertainment']",7000000
Adventures of Power,30023,"['Grack Films', '# Andrea Sperling Productions']",2500000
How to Seduce Difficult Women,50701,['Quadrant Entertainment'],0
Great Communist Bank Robbery,250810,[],0
The Catered Affair,107592,['Metro-Goldwyn-Mayer (MGM)'],0
Titanic Town,83036,[],0
Life in Flight,50673,[],2000000
Zerophillia,30548,"['TLA Releasing', 'Microangelo Entertainment']",325000
Duelist,26138,['¡??\x89\xad?\x89\x8d?\x8d??M'],0
Kuroneko,40149,['Toho Company'],0
Glue,10817,['Diablo Films'],0
Under the Sun of Satan,31300,"['Films A2', 'Erato Films', 'Flach Film', 'Sofica Cr??ations', 'Centre National de la Cin??matographie (CNC)', 'Action Films', 'Sofica Investimage']",0
The One-Armed Swordsman,54178,['Shaw Brothers'],0
Top of the Food Chain,8464,"['The Ontario Film Development Corporation', 'Bedard/Lalonde Amusements', 'Space: The Imagination Station']",0
I Saw the Devil,49797,"['Softbank Ventures', 'Showbox/Mediaplex', 'Peppermint & Company', 'Siz Entertainment']",0
Late Night Trains,39988,['European Incorporation'],0
7 Virgins,481,"['Tesela, P.C.', 'La Zanfo?ñia Producciones']",0
Unmade Beds,36115,"['EM Media', 'UK Film Council', 'Film4', 'The Bureau']",0
Hannie Caulder,31283,"['Paramount Pictures', 'Tigon British Film Productions', 'Curtwel Productions']",0
The Breach,4266,['Cin?? Vog Films'],0
Stars in My Crown,111390,['Metro-Goldwyn-Mayer (MGM)'],0
Mickey One,32609,"['Florin Productions', 'Tatira']",0
Trash Humpers,46788,[],0
Demonic Toys,40649,['Full Moon Entertainment'],0
Life Is All You Get,10018,"['Senator Film Produktion', 'X-Filme Creative Pool', 'ARTE', 'Westdeutscher Rundfunk']",0
We Are the Night,52587,"['Celluloid Dreams', 'Constantin Film Produktion']",0
The Desert of the Tartars,48203,[],0
The Valley of the Bees,25908,['Filmov?? Studio Barrandov'],0
The Devil's Trap,117042,['Filmov?? Studio Barrandov'],0
Morsian yll??tt????,238362,[],0
"Sarah, Plain and Tall",15740,['Hallmark Hall of Fame Productions'],0
Black Sheep,173288,"['Oliwood Productions', 'koboiFILM']",45000
New York Confidential,35958,"['Warner Bros.', 'Edward Small Productions']",0
A Garfield Christmas Special,13246,['20th Century Fox Home Entertainment'],0
Faster,41283,"['Castle Rock Entertainment', 'TriStar Pictures', 'State Street Pictures', 'CBS Films']",24000000
The Insect Woman,42984,['Nikkatsu'],0
Pigs and Battleships,31104,['Nikkatsu'],0
Life as a Fatal Sexually Transmitted Disease,81219,"['Canal+ Polska', 'Zesp??l Filmowy ""Tor""', 'Telewizja Polska (TVP)', 'Jacques Le Glou Audiovisuel']",0
On the Silver Globe,27072,"['Zesp??l Filmowy ""Kadr""']",0
Little Big Soldier,35138,['Bona Entertainment'],25000000
Rabbit Hole,27585,['Olympus Pictures'],5000000
Nights and Weekends,48204,[],0
Hotte in Paradise,62337,[],0
Elena and Her Men,53156,"['Franco London Films', 'Les Films Gib??', 'Electra Compagnia Cinematografica']",0
The Life of Reilly,84827,[],0
The Home Song Stories,25434,"['Fortissimo Films', 'SBS Independent', 'Mediacorp Raintree Pictures', 'Porchlight Films', 'ScreenWest', 'Film Victoria', 'Film Finance', 'Spark Script Workshop', 'Big & Little Films Pty. Ltd.', 'Lotterywest', 'The New South Wales Film and Television Office', 'Australian Film Board']",0
The Lottery,54812,[],0
One Week,23282,['Joseph M. Schenck Productions'],0
Convict 13,38705,['Joseph M. Schenck Production'],0
Little Fockers,39451,"['Paramount Pictures', 'Universal Pictures', 'Everyman Pictures', 'Relativity Media', 'Dreamworks Pictures', 'Tribeca Productions']",100000000
Gulliver's Travels,38745,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III']",112000000
Sweetgrass,50071,[],0
Moonlight Serenade,28025,[],0
Chori Chori Chupke Chupke,107548,[],0
The Return of the King,1361,['Rankin/Bass Productions'],0
Baghban,39839,[],0
Take the High Ground!,102091,['Metro-Goldwyn-Mayer (MGM)'],0
The Cowboy and the Lady,112674,"['Samuel Goldwyn Company, The']",0
The Tiger's Tail,10097,['Fern Gully Tales'],0
Blood and Concrete,78320,['IRS Media'],0
Thirst,51143,['Svensk Filmindustri (SF)'],0
Klown,48748,['Zentropa Productions'],0
Nude Nuns With Big Guns,52208,['Freak Show Entertainment'],0
The Last Circus,56812,"['Televisi??n Espa?ñola (TVE)', 'La Fabrique 2', 'Tornasol Films', 'uFilm', 'Canal+ Espa?ña', 'Castafiore Films', 'Umedia']",7000000
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,34576,['Kovno Communications'],0
The Scarecrow,51357,['Joseph M. Schenck Productions'],0
Neighbors,51358,['Joseph M. Schenck Productions'],0
Mujhse Shaadi Karogi,20495,[],0
Primrose Path,80054,['RKO Radio Pictures'],0
Mission to Moscow,161512,['Warner Bros.'],0
Stalin,56448,"['Home Box Office (HBO)', 'Novofilm', 'Magyar Telev??zi?? M?¬vel??d??si F??szerkeszt??s??g (MTV) (I)']",0
Tere Bin Laden,42323,[],0
The Scientist,56320,[],0
Death of a Salesman,104394,['Stanley Kramer Productions'],0
Disco Dancer,19887,[],0
Toothless,82549,"['Walt Disney Television', 'American Broadcasting Company (ABC)', 'Mandeville Films']",0
Steam,196235,[],2200000
Topper Takes a Trip,54430,['Hal Roach Studios'],0
White Material,46207,"['Why Not Productions', 'Wild Bunch', 'France 3 Cinema']",0
And Soon the Darkness,33107,"['StudioCanal', 'Abandon Pictures', 'Sandbar Pictures', 'Anchor Bay Entertainment', 'Redrum Films', 'Ut??pica Cine']",0
The North Star,48127,"['Samuel Goldwyn Company, The']",0
Mao's Last Dancer,33870,['Great Scott Productions Pty. Ltd.'],25000000
Burlesque,42297,['Bedford Falls Productions'],55000000
Violet Tendencies,82622,[],0
The Haunted House,51359,['Joseph M. Schenck Productions'],0
The Polar Bear King,37866,"['Northern Lights', 'MovieMakers', 'Connexion Film']",0
The Secret World of Arrietty,51739,"['Studio Ghibli', 'Buena Vista Home Entertainment', 'Hakuhodo DY Media Partners', 'Mitsubishi Shoji', 'Nippon Television Network (NTV)', 'Walt Disney Company']",37000000
Tucker and Dale vs Evil,46838,['Eden Rock Media'],5000000
Erasing David,38409,[],0
Outrage,45301,[],0
Malice in Wonderland,32407,['Mark Williams Films'],0
Princess Aurora,38054,['Cinema Service'],0
Yogi Bear,41515,"['De Line Pictures', 'Warner Bros. Animation', 'Sunswept Entertainment', 'Rhythm and Hues', 'Picnic Basket']",80000000
Countdown to Zero,50420,"['Participant Productions', 'Lawrence Bender Productions']",271323
Funky Forest: The First Contact,21136,['Aoi Promotion'],0
Breathless,31850,[],0
"Django, Kill! (If You Live Shoot!)",61943,"['Hispamer Films', 'GIA Societ?ÿ Cinematografica']",0
Merrill's Marauders,35392,"['Warner Bros.', 'United States Pictures']",0
Early Spring,20531,['Sh??chiku Eiga'],0
The Pixar Story,15302,['Leslie Iwerks Productions'],0
Trouble in Mind,31694,"['Pfeiffer/Blocker Production', 'Embassy Home Entertainment']",0
Cochochi,163659,"['Canana Films', 'Instituto Mexicano de Cinematograf??a (IMCINE)', 'Alcove Entertainment']",0
L.627,39967,"['Les Films Alain Sarde', 'Canal+', 'Little Bear', 'Sofiarp']",0
White Wedding,37533,"['Les Films du Losange', 'La Sept Cin??ma', 'La Sorci??re Rouge']",0
Embodiment of Evil,23508,"['Gullane Filmes', 'Olhos de c?\x9co']",0
"It's Not Me, I Swear!",18381,[],0
Navajo Joe,6474,"['Dino de Laurentiis Cinematografica', 'C.B. Films S.A.']",0
This Night I'll Possess Your Corpse,30914,['Ib??rica Filmes'],0
Bad Ronald,56787,[],0
Crown witness,64212,[],0
C(r)ook,8995,[],0
Hardcover,7210,"['WDR', 'GFP Medienfonds', 'Arte', 'Filmstiftung Nordrhein-Westfalen', 'Medienboard Berlin-Brandenburg GmbH', 'Little Shark Entertainment GmbH']",0
Band Baaja Baaraat,52696,['Yash Raj Films'],0
Kaho Naa... Pyaar Hai,16987,['Filmkraft Productions Pvt. Ltd'],0
Made in Dagenham,46138,"['BBC Films', 'HanWay Films', 'UK Film Council', 'Audley Films LLP', 'Lipsync Productions', 'Number 9 Films', 'BMS Finance']",7200000
Smoke on the Potato Fields,247112,['Filmov?? Studio Barrandov'],0
M?­g,247124,[],0
The Last Four Days,61212,[],0
Samoure,185720,[],0
The Family Jewels,72413,[],0
The Order of Myths,14639,[],0
Waste Land,46689,"['O2 Filmes', 'Almega Projects']",1500000
Paternity,54660,['Paramount Pictures'],0
Pee-Wee's Playhouse Christmas Special,49041,"['Pee Wee Pictures', 'Binder Entertainment']",0
Last Night,23830,"['Gaumont', 'Nick Wechsler Productions', 'Star Entertainment']",7000000
Asphalt,55584,['Universum Film (UFA)'],0
Harlan: In the Shadow of Jew S?¬ss,89126,"['Norddeutscher Rundfunk (NDR)', 'Friedrich-Wilhelm-Murnau-Stiftung', 'Blueprint Film']",0
The Bingo Long Traveling All-Stars & Motor Kings,42243,"['Universal Pictures', 'Motown Productions']",0
The Goat,51360,"['Buster Keaton Productions', 'Joseph M. Schenck Productions']",0
Skidoo,27470,"['Paramount Pictures', 'Otto Preminger Films']",0
The Boat,50704,[],0
Cirque du Soleil: Dralion,15548,"['Serpent Films Productions', 'Cirque du Soleil Images']",0
Cirque du Soleil: Varekai,15552,[],0
Rasputin,46827,"['HBO Pictures', 'Rysher / Citadel Entertainment']",0
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),53079,"['Authorized Pictures', 'LSL Productions']",0
Train,22007,"['Nu Image Films', 'Millennium Films']",0
Mujhse Dosti Karoge!,26277,['Yash Raj Films'],0
Main Prem Ki Diwani Hoon,165402,[],0
Mister 880,102144,['Twentieth Century Fox Film Corporation'],0
"Bread, Love and Dreams",56402,[],0
The Green Hornet,40805,"['Original Film', 'Sony Pictures Entertainment', 'Reliance BIG Entertainment']",120000000
The Miracle of Our Lady of Fatima,49616,"['Warner Bros. Home Video', 'Warner Bros.']",0
A Gathering of Eagles,124058,['Universal Pictures International'],0
The Play House,51362,[],0
The Paleface,25770,['Buster Keaton Productions'],0
The Way Back,49009,"['Polish Film Institute', 'Imagenation Abu Dhabi FZ', 'Exclusive Films', 'Monolith Films', 'On the Road', 'Point Blank Productions', 'National Geographic Films', 'Kontsept Film Company']",30000000
The Warrior's Way,46528,['Boram Entertainment Inc.'],42000000
Disraeli,84274,"['Warner Bros.', 'The Vitaphone Corporation']",0
Seven Thieves,64605,['Twentieth Century Fox Film Corporation'],0
Handsome Harry,51933,[],1000000
Jacques Brel Is Alive and Well and Living in Paris,198317,['The American Film Theatre'],850000
Cops,38742,['Joseph M. Schenck Production'],0
Agony: The Life and Death of Rasputin,42138,['Mosfilm'],0
Lolita's Club,25482,[],0
Ghajini,14070,['Geetha Arts'],9100000
Fool N Final,156288,[],0
A Hatful of Rain,37086,['Twentieth Century Fox Film Corporation'],0
The Young in Heart,38023,['Selznick International Pictures'],0
Toys in the Attic,108869,"['The Mirisch Corporation', 'Meadway-Claude Productions Company']",0
Orchestra Wives,43781,['Twentieth Century Fox Film Corporation'],0
Leningrad,2325,"['Channel One Russia', 'KoBura Film', 'Ministerstvo kultury Rossiyskoy Federatsii', ""Studiya dokumental'nykh fil'mov Sankt-Peterburga"", 'Kinokompaniya Non-Stop Prodakshn']",0
Fortress of War,50618,"['Central Partnership', 'Belarusfilm', 'TRO']",8500000
Hum Aapke Hain Koun,46387,['Rajshri Productions'],0
Only Two Can Play,54723,[],0
Chinaman,23019,[],0
Ong Bak 3,43209,['Lyara Films'],0
Season of the Witch,23047,"['Atlas Entertainment', 'Relativity Media']",40000000
Ricky Gervais Live 4: Science,198391,['Universal Studios'],0
Outrage,45284,['Tokyo FM Broadcasting Co.'],0
Madeinusa,46820,"['Obregon Cinematografica', 'Vela Producciones', 'Wanda Vision S.A.']",0
Hamsun,79118,[],0
The Two of Us,62570,[],0
Lola and Billy the Kid,162234,"['Zero Film GmbH', 'Catpics Co Productions AG', 'Good Machine']",0
The Princess and the Goblin,42001,['Siriol Productions'],0
"L??on Morin, Priest",63892,"['Rome Paris Films', 'Concordia Compagnia Cinematografica']",0
Le Silence de la Mer,40650,['Melville Productions'],0
Stella,17605,['Les Films du Veyrier'],0
On the Occasion of Remembering the Turning Gate,53267,"['UniKorea Pictures', 'Miracin Korea Film Company']",0
Macario,122019,['Clasa Films Mundiales'],0
Will It Snow for Christmas?,58777,[],0
Eros + Massacre,78117,"['Gendai Eigasha', 'Bungakuza']",0
The Dead,36241,"['Slot Machine', '4L', 'Fortuna Films Co.']",0
The Spy in Black,75363,"['London Film Productions', 'Irving Asher Productions']",4668069
No Return,57019,[],0
The Marrying Kind,84903,['Columbia Pictures Corporation'],0
Distance,25051,[],0
It's Alive,23174,"['Alive Productions', 'Amicus Entertainment']",11000000
"Je t'aime, je t'aime",4798,"['Les Productions Fox Europa', 'Parc Film']",0
Zotz!,74924,['Columbia Pictures Corporation'],0
The Letter,105448,"['Gemini Films', 'Wanda Films', 'Madragoa Filmes']",0
Amer,43950,['Canal+'],0
The Fern Flower,90272,[],0
House of Voices,21198,[],0
Manon,132332,['Alcina'],0
Clonehunter,54779,[],0
Cowboys & Aliens,49849,"['Imagine Entertainment', 'DreamWorks SKG', 'Universal Pictures', 'platinum studios', 'Reliance Entertainment', 'Relativity Media', 'K/O Paper Products', 'Fairview Entertainment', 'K/O Camera Toys']",163000000
The Real McCoy,392067,"['Aurora Films', 'Kino Finland', 'Little Big Productions']",650
Just Like Me,49073,[],0
Emma's Bliss,1543,[],0
Don't Think About It,8951,"['Pupkin Production', 'ITC Movie']",0
Jackpot 2,223613,[],0
Trog,44000,['Herman Cohen Productions'],0
Spring Fever,207999,['Metro-Goldwyn-Mayer (MGM)'],0
Riot on Sunset Strip,93072,['Four Leaf Productions'],0
